(*'-') < python solve.py
username=''
username='k'
username='ky'
username='ky0'
username='ky0m'
username='ky0mu'
username='ky0muk'
username='ky0muky'
username='ky0muky0'
username='ky0muky0m'
username='ky0muky0mu'
username='ky0muky0mup'
username='ky0muky0mupu'
username='ky0muky0mupur'
username='ky0muky0mupur1'
username='ky0muky0mupur1n'
username='ky0muky0mupur1n'
mid=57896044618658097711785492504343953926634992332820282019728792003956564819967, password_hash='7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff', ok=-1, ng=115792089237316195423570985008687907853269984665640564039457584007913129639936, res=False
mid=95630211712668606641373241809168639971259954039547396898625765258928519643135, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8dfffffffffffffff', ok=95630211712668606641373241809168639971259954039547396898623459415919305949183, ng=95630211712668606641373241809168639971259954039547396898628071101937733337087, res=False
mid=95630211712668606641373241809168639971259954039547396898626918180433126490111, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8efffffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625765258928519643135, ng=95630211712668606641373241809168639971259954039547396898628071101937733337087, res=True
mid=95630211712668606641373241809168639971259954039547396898626341719680823066623, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e7ffffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625765258928519643135, ng=95630211712668606641373241809168639971259954039547396898626918180433126490111, res=True
mid=95630211712668606641373241809168639971259954039547396898626053489304671354879, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e3ffffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625765258928519643135, ng=95630211712668606641373241809168639971259954039547396898626341719680823066623, res=True
mid=95630211712668606641373241809168639971259954039547396898625909374116595499007, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e1ffffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625765258928519643135, ng=95630211712668606641373241809168639971259954039547396898626053489304671354879, res=False
mid=95630211712668606641373241809168639971259954039547396898625981431710633426943, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e2ffffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625909374116595499007, ng=95630211712668606641373241809168639971259954039547396898626053489304671354879, res=True
mid=95630211712668606641373241809168639971259954039547396898625945402913614462975, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e27fffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625909374116595499007, ng=95630211712668606641373241809168639971259954039547396898625981431710633426943, res=True
mid=95630211712668606641373241809168639971259954039547396898625927388515104980991, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e23fffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625909374116595499007, ng=95630211712668606641373241809168639971259954039547396898625945402913614462975, res=True
mid=95630211712668606641373241809168639971259954039547396898625918381315850239999, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21fffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625909374116595499007, ng=95630211712668606641373241809168639971259954039547396898625927388515104980991, res=True
mid=95630211712668606641373241809168639971259954039547396898625913877716222869503, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e20fffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625909374116595499007, ng=95630211712668606641373241809168639971259954039547396898625918381315850239999, res=False
mid=95630211712668606641373241809168639971259954039547396898625916129516036554751, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e217ffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625913877716222869503, ng=95630211712668606641373241809168639971259954039547396898625918381315850239999, res=True
mid=95630211712668606641373241809168639971259954039547396898625915003616129712127, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e213ffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625913877716222869503, ng=95630211712668606641373241809168639971259954039547396898625916129516036554751, res=False
mid=95630211712668606641373241809168639971259954039547396898625915566566083133439, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e215ffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625915003616129712127, ng=95630211712668606641373241809168639971259954039547396898625916129516036554751, res=True
mid=95630211712668606641373241809168639971259954039547396898625915285091106422783, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e214ffffffffffff', ok=95630211712668606641373241809168639971259954039547396898625915003616129712127, ng=95630211712668606641373241809168639971259954039547396898625915566566083133439, res=True
mid=95630211712668606641373241809168639971259954039547396898625915144353618067455, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e2147fffffffffff', ok=95630211712668606641373241809168639971259954039547396898625915003616129712127, ng=95630211712668606641373241809168639971259954039547396898625915285091106422783, res=True
mid=95630211712668606641373241809168639971259954039547396898625915073984873889791, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e2143fffffffffff', ok=95630211712668606641373241809168639971259954039547396898625915003616129712127, ng=95630211712668606641373241809168639971259954039547396898625915144353618067455, res=False
mid=95630211712668606641373241809168639971259954039547396898625915109169245978623, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e2145fffffffffff', ok=95630211712668606641373241809168639971259954039547396898625915073984873889791, ng=95630211712668606641373241809168639971259954039547396898625915144353618067455, res=False
mid=95630211712668606641373241809168639971259954039547396898625915126761432023039, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e2146fffffffffff', ok=95630211712668606641373241809168639971259954039547396898625915109169245978623, ng=95630211712668606641373241809168639971259954039547396898625915144353618067455, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117965339000831, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467ffffffffff', ok=95630211712668606641373241809168639971259954039547396898625915109169245978623, ng=95630211712668606641373241809168639971259954039547396898625915126761432023039, res=True
mid=95630211712668606641373241809168639971259954039547396898625915113567292489727, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21463ffffffffff', ok=95630211712668606641373241809168639971259954039547396898625915109169245978623, ng=95630211712668606641373241809168639971259954039547396898625915117965339000831, res=False
mid=95630211712668606641373241809168639971259954039547396898625915115766315745279, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21465ffffffffff', ok=95630211712668606641373241809168639971259954039547396898625915113567292489727, ng=95630211712668606641373241809168639971259954039547396898625915117965339000831, res=False
mid=95630211712668606641373241809168639971259954039547396898625915116865827373055, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21466ffffffffff', ok=95630211712668606641373241809168639971259954039547396898625915115766315745279, ng=95630211712668606641373241809168639971259954039547396898625915117965339000831, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117415583186943, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e214677fffffffff', ok=95630211712668606641373241809168639971259954039547396898625915116865827373055, ng=95630211712668606641373241809168639971259954039547396898625915117965339000831, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117690461093887, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467bfffffffff', ok=95630211712668606641373241809168639971259954039547396898625915117415583186943, ng=95630211712668606641373241809168639971259954039547396898625915117965339000831, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117553022140415, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e214679fffffffff', ok=95630211712668606641373241809168639971259954039547396898625915117415583186943, ng=95630211712668606641373241809168639971259954039547396898625915117690461093887, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117621741617151, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467afffffffff', ok=95630211712668606641373241809168639971259954039547396898625915117553022140415, ng=95630211712668606641373241809168639971259954039547396898625915117690461093887, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117656101355519, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b7ffffffff', ok=95630211712668606641373241809168639971259954039547396898625915117621741617151, ng=95630211712668606641373241809168639971259954039547396898625915117690461093887, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117638921486335, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b3ffffffff', ok=95630211712668606641373241809168639971259954039547396898625915117621741617151, ng=95630211712668606641373241809168639971259954039547396898625915117656101355519, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117647511420927, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5ffffffff', ok=95630211712668606641373241809168639971259954039547396898625915117638921486335, ng=95630211712668606641373241809168639971259954039547396898625915117656101355519, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117643216453631, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b4ffffffff', ok=95630211712668606641373241809168639971259954039547396898625915117638921486335, ng=95630211712668606641373241809168639971259954039547396898625915117647511420927, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645363937279, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b57fffffff', ok=95630211712668606641373241809168639971259954039547396898625915117643216453631, ng=95630211712668606641373241809168639971259954039547396898625915117647511420927, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117646437679103, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5bfffffff', ok=95630211712668606641373241809168639971259954039547396898625915117645363937279, ng=95630211712668606641373241809168639971259954039547396898625915117647511420927, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117645900808191, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b59fffffff', ok=95630211712668606641373241809168639971259954039547396898625915117645363937279, ng=95630211712668606641373241809168639971259954039547396898625915117646437679103, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117646169243647, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5afffffff', ok=95630211712668606641373241809168639971259954039547396898625915117645900808191, ng=95630211712668606641373241809168639971259954039547396898625915117646437679103, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117646035025919, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a7ffffff', ok=95630211712668606641373241809168639971259954039547396898625915117645900808191, ng=95630211712668606641373241809168639971259954039547396898625915117646169243647, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117645967917055, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a3ffffff', ok=95630211712668606641373241809168639971259954039547396898625915117645900808191, ng=95630211712668606641373241809168639971259954039547396898625915117646035025919, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117646001471487, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a5ffffff', ok=95630211712668606641373241809168639971259954039547396898625915117645967917055, ng=95630211712668606641373241809168639971259954039547396898625915117646035025919, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117645984694271, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a4ffffff', ok=95630211712668606641373241809168639971259954039547396898625915117645967917055, ng=95630211712668606641373241809168639971259954039547396898625915117646001471487, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117645976305663, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a47fffff', ok=95630211712668606641373241809168639971259954039547396898625915117645967917055, ng=95630211712668606641373241809168639971259954039547396898625915117645984694271, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117645972111359, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43fffff', ok=95630211712668606641373241809168639971259954039547396898625915117645967917055, ng=95630211712668606641373241809168639971259954039547396898625915117645976305663, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117645970014207, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a41fffff', ok=95630211712668606641373241809168639971259954039547396898625915117645967917055, ng=95630211712668606641373241809168639971259954039547396898625915117645972111359, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645971062783, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a42fffff', ok=95630211712668606641373241809168639971259954039547396898625915117645970014207, ng=95630211712668606641373241809168639971259954039547396898625915117645972111359, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645971587071, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a437ffff', ok=95630211712668606641373241809168639971259954039547396898625915117645971062783, ng=95630211712668606641373241809168639971259954039547396898625915117645972111359, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645971849215, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43bffff', ok=95630211712668606641373241809168639971259954039547396898625915117645971587071, ng=95630211712668606641373241809168639971259954039547396898625915117645972111359, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645971980287, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43dffff', ok=95630211712668606641373241809168639971259954039547396898625915117645971849215, ng=95630211712668606641373241809168639971259954039547396898625915117645972111359, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645972045823, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43effff', ok=95630211712668606641373241809168639971259954039547396898625915117645971980287, ng=95630211712668606641373241809168639971259954039547396898625915117645972111359, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645972078591, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43f7fff', ok=95630211712668606641373241809168639971259954039547396898625915117645972045823, ng=95630211712668606641373241809168639971259954039547396898625915117645972111359, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645972094975, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43fbfff', ok=95630211712668606641373241809168639971259954039547396898625915117645972078591, ng=95630211712668606641373241809168639971259954039547396898625915117645972111359, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645972103167, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43fdfff', ok=95630211712668606641373241809168639971259954039547396898625915117645972094975, ng=95630211712668606641373241809168639971259954039547396898625915117645972111359, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645972107263, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43fefff', ok=95630211712668606641373241809168639971259954039547396898625915117645972103167, ng=95630211712668606641373241809168639971259954039547396898625915117645972111359, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645972109311, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff7ff', ok=95630211712668606641373241809168639971259954039547396898625915117645972107263, ng=95630211712668606641373241809168639971259954039547396898625915117645972111359, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117645972108287, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff3ff', ok=95630211712668606641373241809168639971259954039547396898625915117645972107263, ng=95630211712668606641373241809168639971259954039547396898625915117645972109311, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117645972107775, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff1ff', ok=95630211712668606641373241809168639971259954039547396898625915117645972107263, ng=95630211712668606641373241809168639971259954039547396898625915117645972108287, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645972108031, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff2ff', ok=95630211712668606641373241809168639971259954039547396898625915117645972107775, ng=95630211712668606641373241809168639971259954039547396898625915117645972108287, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645972108159, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff37f', ok=95630211712668606641373241809168639971259954039547396898625915117645972108031, ng=95630211712668606641373241809168639971259954039547396898625915117645972108287, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117645972108095, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff33f', ok=95630211712668606641373241809168639971259954039547396898625915117645972108031, ng=95630211712668606641373241809168639971259954039547396898625915117645972108159, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117645972108063, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff31f', ok=95630211712668606641373241809168639971259954039547396898625915117645972108031, ng=95630211712668606641373241809168639971259954039547396898625915117645972108095, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117645972108047, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff30f', ok=95630211712668606641373241809168639971259954039547396898625915117645972108031, ng=95630211712668606641373241809168639971259954039547396898625915117645972108063, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645972108055, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff317', ok=95630211712668606641373241809168639971259954039547396898625915117645972108047, ng=95630211712668606641373241809168639971259954039547396898625915117645972108063, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645972108059, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff31b', ok=95630211712668606641373241809168639971259954039547396898625915117645972108055, ng=95630211712668606641373241809168639971259954039547396898625915117645972108063, res=True
mid=95630211712668606641373241809168639971259954039547396898625915117645972108057, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff319', ok=95630211712668606641373241809168639971259954039547396898625915117645972108055, ng=95630211712668606641373241809168639971259954039547396898625915117645972108059, res=False
mid=95630211712668606641373241809168639971259954039547396898625915117645972108058, password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff31a', ok=95630211712668606641373241809168639971259954039547396898625915117645972108057, ng=95630211712668606641373241809168639971259954039547396898625915117645972108059, res=False
password_hash='d36cc81ec2ff37bbcf9a1f537bfa508ceeee2dd6e5fbc9a8e21467b5a43ff31a'
{"message":"Login successful! Congrats! Here is the flag: ctf4b{wh4t_k1nd_0f_me4l5_d0_y0u_pr3f3r?}"}

ctf4b{wh4t_k1nd_0f_me4l5_d0_y0u_pr3f3r?}
